아파트,지역구,면적,거래금액,건축년도
정릉스카이쌍용아파트,성북구,84.19,71500,1999.0
정릉2차대주피오레,성북구,84.981,61700,2008.0
정릉2차e-편한세상,성북구,84.4,89000,2009.0
전농우성,동대문구,126.63,85000,1992.0
전농우성,동대문구,59.78,64000,1992.0
장안현대홈타운(336),동대문구,112.78,122000,2003.0
장미(시영6),노원구,49.5,66000,1989.0
일신건영휴먼빌,강서구,59.984,93000,2004.0
일신건영,구로구,59.97,60000,1998.0
인왕산현대,서대문구,84.9,98000,2000.0
이편한세상화랑대,중랑구,59.953,92000,2017.0
이편한세상청계센트럴포레,동대문구,59.96,145000,2021.0
도화동현대,마포구,54.72,130000,1996.0
대림,송파구,125.79,248000,1988.0
대동아파트2,노원구,59.34,53500,1999.0
당산계룡리슈빌3단지,영등포구,49.963,83700,2014.0
답십리대우,동대문구,114.94,116000,2002.0
녹번JR아파트,은평구,84.923,65500,2002.0
노원센트럴푸르지오,노원구,59.994,83500,2021.0
길음뉴타운경남아너스빌,성북구,84.88,77700,1999.0
강남자곡아이파크,강남구,84.96,232000,2014.0
강남자곡아이파크,강남구,74.89,219000,2014.0
천호동삼성아파트,강동구,84.97,110000,1997.0
길음뉴타운8단지(래미안),성북구,59.99,122000,2010.0
길음뉴타운5단지(래미안),성북구,114.93,135000,2006.0
길음뉴타운5단지(래미안),성북구,84.96,125000,2006.0
길음뉴타운4단지(e편한세상),성북구,84.64,111000,2005.0
길음뉴타운2단지푸르지오,성북구,84.97,96900,2005.0
길음뉴타운2단지푸르지오,성북구,59.99,90000,2005.0
금천롯데캐슬골드파크3차,금천구,84.485,119000,2018.0
금천롯데캐슬골드파크3차,금천구,59.966,99500,2018.0
금천롯데캐슬골드파크1차,금천구,71.39,106800,2016.0
근상프리즘,강서구,79.55,54500,2007.0
동아2,구로구,59.595,120000,2000.0
강일리버파크7단지,강동구,84.83,129500,2009.0
가양2단지(성지),강서구,49.65,93000,1992.0
삼천리,구로구,59.73,55500,1998.0
더샵 퍼스트월드,중랑구,84.9,131700,0.0
삼성힐,동대문구,68.04,53000,2008.0
성원대치2단지아파트,강남구,39.53,184000,1992.0
월드컵아이파크(667),마포구,84.7,122000,2009.0
성원상떼빌,중랑구,59.91,59000,1997.0
두산,관악구,84.87,123000,2000.0
마곡수명산파크3단지,강서구,84.53,115500,2007.0
마곡수명산파크1단지,강서구,84.53,128000,2007.0
두산,관악구,114.99,121000,2000.0
삼성래미안트리베라2단지,강북구,84.29,96000,2010.0
대림2,마포구,59.99,90000,2002.0
삼성래미안트리베라2단지,강북구,84.29,96500,2010.0
대림1,구로구,59.93,96000,1999.0
대림,송파구,76.49,153000,1988.0
삼성래미안,영등포구,114.63,124000,1998.0
애오개아이파크,마포구,25.24,40000,2016.0
삼각산아이원,강북구,114.88,77500,2003.0
사당우성3,동작구,59.89,151800,1993.0
롯데캐슬클라시아,성북구,59.781,144000,2022.0
동아에코빌,성북구,114.66,83500,2003.0
디에이치자이개포,강남구,84.73,375000,2021.0
동서울한양,동대문구,76.41,69000,1989.0
동서울한양,동대문구,59.67,58200,1989.0
동서울오네뜨,강동구,54.12,48000,2009.0
주공5,노원구,84.79,113500,1992.0
안암동삼성래미안,성북구,84.868,99500,2005.0
한화포레나미아,강북구,59.987,83963,0.0
돈암동 풍림아파트 101~105동,성북구,84.68,72800,1999.0
신림푸르지오,관악구,84.79,100000,2005.0
돈암동 풍림아파트 101~105동,성북구,59.64,63000,1999.0
독산동중앙하이츠빌,금천구,84.876,84000,2004.0
독산동아아파트,금천구,59.96,39200,1997.0
신성노바빌아파트,송파구,84.96,145000,2000.0
상계주공7(고층),노원구,59.39,73000,1988.0
래미안에스티움,영등포구,118.03,202500,2017.0
래미안하이베르,중구,59.74,155000,2011.0
현대,노원구,84.95,103500,1988.0
래미안엘파인아파트,동대문구,84.9,95000,2011.0
주공3,강서구,58.14,96000,1995.0
래미안크레시티,동대문구,84.96,173700,2014.0
래미안밤섬리베뉴Ⅱ,마포구,84.92,212000,2014.0
서리풀e편한세상,서초구,108.28,333000,2010.0
에스케이허브진,강동구,30.26,39000,2004.0
우성2차아파트(334-6),동대문구,84.67,63500,2005.0
중앙하이츠빌2단지,성북구,84.95,69900,2005.0
중곡1단지,광진구,48.46,43000,1976.0
중앙하이츠,강서구,119.85,113000,1999.0
천호롯데아파트,강동구,84.51,78000,1999.0
진주,영등포구,48.26,221500,1977.0
현대,동대문구,59.92,78000,2000.0
현대(6차),송파구,84.8,158500,1991.0
성지,금천구,79.42,67500,1986.0
현대(관악),관악구,58.59,86500,1992.0
e편한세상 수색 에코포레,은평구,84.951,79000,2003.0
중곡1단지,광진구,48.46,43000,1976.0
우성꿈동산,구로구,84.3,56400,1996.0
문래대림,영등포구,84.92,85000,2000.0
신동아,동작구,37.74,43000,1993.0
신성둔촌미소지움1,강동구,59.78,119500,1998.0
우성아파트,송파구,96.65,330000,1981.0
청광플러스원,금천구,84.995,62000,2003.0
한신아파트,강동구,82.08,73500,1991.0
문래공원한신,영등포구,58.96,116500,1988.0
대림e-편한세상,성동구,59.96,160000,2000.0
대림2,구로구,59.9,124000,2001.0
래미안수유,강북구,59.88,53750,2001.0
주공아파트 5단지,송파구,76.5,409700,1978.0
한양,노원구,87.49,74500,1988.0
한양1차(영동한양),강남구,63.87,540000,1977.0
현대1,영등포구,66.66,76000,1992.0
마곡엠밸리12단지,강서구,84.88,170000,2016.0
현대,송파구,84.96,155000,1997.0
우성아파트,송파구,80.35,301500,1981.0
삼성,강북구,59.77,50600,1998.0
e편한세상서울대입구1단지,관악구,114.88,142000,2019.0
보문파크뷰자이,성북구,45.81,100000,2017.0
현대힐스테이트2단지,강남구,43.842,214000,2008.0
롯데캐슬퍼스트,강동구,111.22,197000,2008.0
마포중동현대,마포구,114.93,139000,2001.0
롯데캐슬퍼스트,강동구,59.99,168000,2008.0
천호e-편한세상,강동구,84.95,109500,2005.0
주공아파트 5단지,송파구,76.5,422700,1978.0
천호동삼성아파트,강동구,84.97,110000,1997.0
한양5,강남구,102.35,530000,1979.0
DMC한양,서대문구,84.33,88500,1987.0
상계주공9(고층),노원구,45.9,40500,1988.0
현대,구로구,59.94,82000,2001.0
한진,구로구,84.96,65500,2000.0
DMC파크뷰자이1단지,서대문구,84.971,150000,2015.0
한진한화그랑빌,노원구,84.97,95000,2002.0
DMC롯데캐슬더퍼스트,은평구,59.96,105500,2021.0
"등촌1,2단지주공아파트",강서구,41.85,67000,1994.0
한진한화그랑빌,노원구,84.97,104500,2002.0
래미안마포리버웰,마포구,84.97,299000,2015.0
한화오벨리스크,마포구,36.96,52500,2004.0
e편한세상독산더타워,금천구,59.863,75000,2019.0
마포현대,마포구,59.95,139500,1988.0
문정시영,송파구,35.46,78000,1989.0
DMC두산위브,서대문구,84.992,80000,2007.0
상계주공7(고층),노원구,58.01,72000,1988.0
마곡수명산파크7단지,강서구,84.82,98600,2008.0
e편한세상 수색 에코포레,은평구,114.18,83000,2003.0
주공5,노원구,84.79,113500,1992.0
롯데캐슬피렌체,동대문구,30.4,37200,2009.0
삼환,영등포구,84.84,119800,1997.0
성내동삼성아파트,강동구,59.88,128000,1999.0
해태보라매타워,관악구,59.94,70000,1996.0
면목동금호어울림아파트,중랑구,84.082,70000,2005.0
동아,동대문구,57.9,78800,1997.0
성내동삼성아파트,강동구,84.99,133000,1999.0
극동,강서구,79.465,90440,2000.0
롯데캐슬클래식,서초구,120.18,367000,2006.0
문정시영,송파구,46.26,110000,1989.0
극동(105),동작구,59.25,154000,1993.0
주공7,노원구,44.1,37500,1993.0
등촌동아이파크,강서구,84.995,108500,2004.0
한진타운,성동구,59.4,220000,1994.0
동아1,구로구,148.296,146000,1999.0
대우한강베네시티,강동구,114.63,106000,2007.0
예전이룸(965-1),금천구,62.127,46500,2003.0
예성그랑펠리체,관악구,73.55,92000,2007.0
동원데자뷰,양천구,84.975,74000,2012.0
염창1차한화꿈에그린,강서구,59.94,140000,2005.0
여의도자이,영등포구,210.38,467000,2008.0
동작상떼빌,동작구,84.98,102500,2006.0
동광팰리스,송파구,25.27,39000,2018.0
대우,구로구,114.95,78000,1999.0
돈암동 풍림아파트 101~105동,성북구,84.68,69000,1999.0
대우,구로구,114.95,73000,1999.0
대우,성동구,84.71,210000,2001.0
현대,마포구,84.47,130000,1996.0
데시앙,중랑구,59.99,69400,2010.0
더트루엘마곡HQ,강서구,48.329,64700,2024.0
아이파크,양천구,84.88,217000,2002.0
두산,동대문구,84.83,95700,2000.0
신아,송파구,130.05,85500,1999.0
신촌금호,마포구,84.86,120000,2001.0
아남1,강동구,84.91,155000,1996.0
쌍용예가,동작구,59.957,160000,2010.0
동부아파트,중랑구,54.0,53800,1999.0
동성타워프라자,중랑구,59.01,42900,1996.0
주성AURA,광진구,67.76,61000,2009.0
e편한세상 수색 에코포레,은평구,59.895,65800,2003.0
e편한세상백련산,은평구,84.72,89900,2022.0
가락(1차)쌍용아파트,송파구,59.92,193500,1997.0
가양도시개발9-2단지,강서구,34.44,58500,1993.0
가양도시개발9-2단지,강서구,49.5,85000,1993.0
강서힐스테이트,강서구,128.81,161000,2015.0
개봉동현대아이파크,구로구,84.98,90000,2006.0
개봉동현대아이파크,구로구,84.98,91000,2006.0
거여1단지,송파구,49.8,107500,1997.0
건영3,노원구,84.9,120000,1995.0
경남아너스빌,영등포구,114.77,86800,1998.0
고덕 아이파크,강동구,145.22,256000,2011.0
공덕1삼성래미안,마포구,59.74,169000,1999.0
공덕1삼성래미안,마포구,59.74,169000,1999.0
관악드림(동아),관악구,114.75,119500,2003.0
관악드림(삼성),관악구,84.96,108000,2003.0
관악미래가,관악구,129.87,79000,2004.0
구의현대2단지,광진구,84.91,224000,1996.0
구의현대2단지,광진구,84.91,222500,1996.0
목동센트럴아이파크위브2단지,양천구,84.97,129500,2020.0
목동신시가지1,양천구,99.15,290000,1985.0
목동신시가지2,양천구,95.22,275000,1986.0
목동현대3차,양천구,71.16,146000,1997.0
목동현대3차,양천구,114.93,196000,1997.0
반포자이,서초구,165.052,640000,2009.0
백련산파크자이,은평구,59.789,87100,2021.0
백련산해모로,은평구,59.93,80800,2020.0
백련산힐스테이트1차,은평구,84.21,82500,2011.0
백련산힐스테이트4차,은평구,59.98,84000,2018.0
백련산힐스테이트4차,은평구,84.98,100000,2018.0
범양,성북구,59.79,70500,1998.0
벽산,노원구,43.35,33500,1989.0
벽산,성동구,84.82,185000,2001.0
보라매e편한세상,동작구,133.3,165000,2010.0
보람아파트,노원구,54.59,49000,1988.0
주공10,노원구,58.14,72000,1995.0
주공10,노원구,58.14,67500,1995.0
주공17단지,도봉구,36.34,31000,1989.0
주공5,강서구,58.14,89000,1995.0
중앙하이츠,노원구,84.98,71000,1998.0
진로아파트,중랑구,134.37,98500,1995.0
창건애드웰,영등포구,84.69,84000,2006.0
창동주공1단지,도봉구,49.94,52800,1990.0
창동주공3단지(해등마을),도봉구,59.22,67000,1990.0
청광플러스원큐브2차,강동구,14.495,10200,2013.0
청구,구로구,59.94,59700,1999.0
청구,은평구,59.97,84000,2000.0
청구,광진구,84.86,189500,1996.0
청구,광진구,84.86,193000,1996.0
청량리역해링턴플레이스,동대문구,59.975,130000,2023.0
코오롱,마포구,59.76,106300,2003.0
코오롱아파트,송파구,84.95,208000,1991.0
한화포레나미아,강북구,84.865,102751,0.0
한진한화그랑빌,노원구,59.94,85500,2002.0
한진타운,성동구,59.4,220000,1994.0
한양아이클래스,강서구,13.79,7100,2013.0
한양,노원구,86.62,69200,1988.0
한양,관악구,84.79,63000,1992.0
한신플러스타운,구로구,59.91,52800,2002.0
한신아파트,동대문구,84.76,107000,2004.0
한신,구로구,44.78,47000,1988.0
한마을,구로구,84.57,91000,1999.0
한국,중랑구,59.64,56000,1999.0
한건브리앙,강동구,82.91,69000,2004.0
한강극동,송파구,59.26,129000,1995.0
학여울청구,노원구,113.51,93000,1999.0
학여울청구,노원구,113.51,90500,1999.0
학여울청구,노원구,84.77,88500,1999.0
학여울청구,노원구,59.4,65000,1999.0
하계2현대,노원구,84.896,92000,1997.0
포스코더샵,동작구,84.992,183500,2007.0
파인빌,양천구,73.138,91000,2001.0
서광등촌마을아파트,강서구,84.93,94500,1999.0
서광,노원구,59.96,61500,1994.0
상암월드컵파크10단지,마포구,84.89,107000,2010.0
청구,은평구,59.97,84000,2000.0
상계주공6(고층),노원구,59.28,69000,1988.0
상계주공6(고층),노원구,41.3,50000,1988.0
상계주공12(고층),노원구,41.3,41420,1988.0
상계주공1(고층),노원구,49.94,51000,1988.0
상계1차중앙하이츠,노원구,59.82,56000,1997.0
삼환,영등포구,59.53,106000,1997.0
삼익포레스트아파트,노원구,84.6,69700,1995.0
삼익파크맨션,강동구,72.3,132000,1982.0
삼익,동대문구,84.95,83000,1997.0
삼익,금천구,114.48,64000,1999.0
삼성래미안,도봉구,84.87,84000,1992.0
삼성래미안,도봉구,84.87,89500,1992.0
삼성,중구,114.91,159500,1999.0
삼성,중구,59.97,144000,1999.0
사당롯데캐슬골든포레,동작구,59.99,147000,2021.0
사가정센트럴아이파크,중랑구,59.92,118700,2020.0
LIG대학마을(건영아파트3차),관악구,58.9,52000,1996.0
DMC파크뷰자이1단지,서대문구,84.98,160000,2015.0
DMC아트포레자이,은평구,84.99,133000,2023.0
DMC센트럴자이(2단지),은평구,59.97,147000,2023.0
동광팰리스,송파구,25.27,39000,2018.0
(1101-1),영등포구,14.81,10800,2012.0
신동아,성동구,76.41,152500,1995.0
낙성대현대홈타운,관악구,114.919,113000,2002.0
현대,노원구,71.68,93500,1988.0
현대,마포구,84.47,130000,1996.0
현대,구로구,84.99,87000,2001.0
대림2,구로구,101.48,140000,2001.0
현대,강서구,84.99,80500,1993.0
길음뉴타운경남아너스빌,성북구,114.63,81900,1999.0
성원,중랑구,84.32,63000,1994.0
현대,강서구,84.99,76500,1993.0
길음뉴타운경남아너스빌,성북구,59.59,71500,1999.0
답십리파크자이,동대문구,59.91,146500,2019.0
현대1,송파구,82.0,135000,1989.0
현대1차101동~106동,강남구,177.19,425000,1984.0
현대맨숀,용산구,146.38,337990,1974.0
대동,노원구,59.76,55000,1997.0
현대비젼21,강남구,33.1,37750,1999.0
현대아이파크,중랑구,84.941,89000,2002.0
래미안파크팰리스,송파구,84.885,234500,2007.0
현대홈타운,구로구,84.915,80500,2001.0
센츄리,구로구,84.56,64500,1994.0
길음뉴타운6단지(래미안),성북구,84.049,139000,2007.0
대림,강서구,89.975,75000,1995.0
홍릉동부,동대문구,84.91,89000,2001.0
서초이오빌,서초구,45.96,42000,2003.0
홍은동벽산,서대문구,84.96,75000,1997.0
길음뉴타운6단지(래미안),성북구,84.049,135000,2007.0
홍제센트럴IPARK,서대문구,59.983,124000,2020.0
화양동동도센트리움캠퍼스파크,광진구,17.248,21500,2019.0
당산현대5차,영등포구,59.55,150000,2000.0
금천현대,금천구,59.82,59000,2002.0
대림e-편한세상6,구로구,84.816,125000,2003.0
힐스테이트세운센트럴2단지,중구,56.506,140000,2023.0
대림e-편한세상7,구로구,116.308,154500,2004.0
길음뉴타운2단지푸르지오,성북구,84.97,96000,2005.0
송파두산위브,송파구,59.982,128800,2019.0
대림e편한세상,강서구,116.41,92500,2002.0
청광플러스원큐브2차,강동구,14.495,10200,2013.0
송파시그니처롯데캐슬,송파구,84.98,204000,2021.0
대림e-편한세상,동대문구,84.972,107500,2003.0
송파파인타운1단지,송파구,84.95,142000,2010.0
다울숲,구로구,84.32,67500,2010.0
대우,성동구,84.71,210000,2001.0
성내2차e-편한세상,강동구,84.79,109500,2004.0
신구로자이,구로구,84.87,79500,2007.0
신내,중랑구,39.84,38500,1996.0
신내,중랑구,39.84,36500,1996.0
신내,중랑구,39.84,37000,1996.0
신내,중랑구,49.77,46000,1996.0
신내11대명,중랑구,59.76,53800,1996.0
신내6대주,중랑구,49.77,50000,1996.0
신내9진흥,중랑구,49.93,46000,1996.0
신내9진흥,중랑구,49.93,51000,1996.0
신내역힐데스하임참좋은아파트,중랑구,84.845,86500,2021.0
래미안파크팰리스,송파구,84.885,234500,2007.0
마포한강아이파크,마포구,111.395,210000,2019.0
벽산,성동구,84.82,185000,2001.0
워커힐푸르지오,광진구,92.42,173000,1987.0
럭키남서울아파트,금천구,41.22,41800,1981.0
마포한강아이파크,마포구,59.381,150000,2019.0
마포쌍용황금아파트,마포구,59.9,132000,2000.0
롯데(505),노원구,72.49,73700,1989.0
우성,노원구,127.22,133500,1988.0
롯데캐슬,송파구,180.516,150000,2003.0
롯데캐슬클라시아,성북구,59.781,134000,2022.0
인왕산현대,서대문구,84.9,101000,2000.0
롯데캐슬피렌체,동대문구,26.08,30900,2009.0
마고정3단지센트레빌(310~322동)BL2-3,은평구,59.71,76500,2009.0
현대1차101동~106동,강남구,177.19,425000,1984.0
우솔마을서초리슈빌S아파트,서초구,30.89,30000,2014.0
우성,강동구,64.53,82600,1985.0
우방,구로구,84.9,63900,1993.0
우장산힐스테이트,강서구,101.87,134000,2005.0
둔촌푸르지오,강동구,84.9,158000,2010.0
우성아파트2,도봉구,84.98,51000,1993.0
장미(시영6),노원구,39.78,50750,1989.0
장미2,송파구,71.2,301000,1979.0
등촌동현대2차,강서구,84.95,75000,1997.0
구의현대2단지,광진구,84.91,222500,1996.0
디에이치 방배,서초구,84.98,275000,0.0
디오수페리움2,서초구,84.97,161000,2006.0
용마산모아엘가파크포레,중랑구,83.91,87500,2023.0
장안현대홈타운(336),동대문구,84.87,115000,2003.0
장안힐스테이트,동대문구,84.854,110000,2007.0
왕십리삼성아파트,성동구,84.93,151000,1996.0
래미안대치하이스턴,강남구,110.39,362000,1989.0
래미안로이파크,동작구,84.98,210000,2018.0
래미안목동아델리체(101동~118동),양천구,84.58,185000,2021.0
올림픽선수기자촌2단지,송파구,83.06,320000,1988.0
래미안서초유니빌,서초구,42.0,45000,2003.0
이안용산프리미어,용산구,110.14,165000,2007.0
래미안아름숲,동대문구,84.7,123500,2012.0
래미안엘파인아파트,동대문구,59.95,86500,2011.0
래미안장위퍼스트하이,성북구,84.94,127500,2020.0
옥수하이츠,성동구,114.78,377000,1998.0
옥수파크힐스117동~125동,성동구,59.78,240000,2016.0
래미안장위퍼스트하이,성북구,84.98,121000,2020.0
래미안크리시엘,성북구,84.95,95300,2004.0
현대리버빌1지구,송파구,43.2,84000,1999.0
현대I-PARK,성동구,104.56,212000,2003.0
시온,동대문구,62.54,55000,2024.0
시영2단지(라이프)아파트,노원구,39.6,30900,1994.0
현대4차,노원구,84.99,60000,1995.0
현대2,강서구,82.74,81700,1993.0
현대2,강서구,82.74,85000,1993.0
신동아,강남구,33.18,146500,1992.0
시범,영등포구,79.24,280000,1971.0
수산트리플,도봉구,59.86,57000,2004.0
현대,중구,139.275,148000,1993.0
성원1,노원구,59.75,78000,1996.0
서희스타힐스,관악구,84.93,78000,2015.0
서초힐스,서초구,74.97,170000,2012.0
금호어울림,양천구,133.03,164000,2004.0
금호어울림,양천구,120.12,148000,2004.0
금호삼성래미안,성동구,84.45,187500,2001.0
"현대(1,2차)",서대문구,59.97,61000,1988.0
한일2,노원구,84.846,62500,2000.0
그랜드힐오피스텔,중구,21.72,18000,2017.0
그란츠리버파크,강동구,59.825,151000,2025.0
구로두산,구로구,44.64,49000,1998.0
관악산휴먼시아1단지,관악구,59.99,60000,2008.0
공릉우성아파트,노원구,59.26,52400,1995.0
공릉동한보에센시티아파트,노원구,84.93,63000,2000.0
현대(148-494),강북구,84.9,47000,1997.0
고덕센트럴IPARK,강동구,74.99,182000,2019.0
고덕그라시움,강동구,84.24,249900,2019.0
경남아파트,금천구,59.97,43000,1998.0
건영(103동-106동),동작구,84.94,112000,1997.0
개봉동현대아이파크,구로구,84.98,91200,2006.0
강서한강월드메르디앙,강서구,84.9,96350,2006.0
현대(62-5),송파구,54.6,97500,1993.0
한일유앤아이,구로구,59.647,56500,2005.0
한일휴니스빌,노원구,13.62,13400,2013.0
한화오벨리스크,마포구,41.32,59800,2004.0
한화오벨리스크,마포구,75.7,122000,2004.0
고덕그라시움,강동구,84.24,249900,2019.0
한일2,노원구,84.846,62500,2000.0
삼성래미안트리베라2단지,강북구,113.89,119000,2010.0
풍림아파트A,노원구,59.94,72800,2001.0
한가람,용산구,114.96,349000,1998.0
상계주공2(고층),노원구,58.01,64800,1987.0
상암월드컵파크3단지,마포구,84.84,119000,2003.0
상암월드컵파크4단지,마포구,104.78,157000,2006.0
태릉우성아파트,노원구,84.97,83000,1985.0
한강현대,강동구,84.93,115500,1999.0
상계주공6(고층),노원구,49.94,65000,1988.0
대림(169-8),동작구,125.4,121000,1990.0
대우메트로디오빌,마포구,29.11,34000,2005.0
삼익그린2차,강동구,66.87,185000,1983.0
코오롱하늘채,강서구,84.96,93000,2003.0
태진,양천구,84.87,53500,1998.0
태강아파트(아이파크),노원구,49.6,53700,1999.0
길음동동부센트레빌(1278-0),성북구,84.844,94200,2003.0
길음뉴타운6단지(래미안),성북구,84.049,136000,2007.0
길음뉴타운1단지(래미안길음1차),성북구,59.99,110000,2003.0
상계주공9(고층),노원구,61.52,57000,1988.0
대원,영등포구,58.37,71000,1998.0
한솔솔파크,강동구,67.24,89000,2003.0
트리지움,송파구,149.45,409000,2007.0
서울가든,구로구,84.99,66300,1989.0
당산현대5차,영등포구,59.75,165000,2000.0
태강아파트(아이파크),노원구,49.6,58000,1999.0
서울숲 한신 더 휴,성동구,84.95,182000,2003.0
한신,성북구,132.96,102000,1998.0
상계주공10(저층),노원구,54.54,58000,1988.0
대경홈타운,은평구,13.79,12500,2014.0
한일노벨리아,동대문구,16.64,14300,2016.0
한영해시안아파트,송파구,63.81,103800,2019.0
한양아파트,송파구,64.26,205000,1983.0
한양수자인에듀힐즈,구로구,84.959,82500,2019.0
한양2,강남구,175.92,845000,1978.0
삼익가든,강동구,82.45,155000,1984.0
삼선푸르지오,성북구,59.95,84000,2008.0
대성유니드(641-0),성북구,84.93,70000,2009.0
상아,노원구,72.73,75500,1989.0
대흥동태영아파트,마포구,84.77,220000,1999.0
꿈의숲해링턴플레이스,강북구,84.67,92500,2019.0
꿈의숲해링턴플레이스,강북구,84.67,87600,2019.0
한강현대,강동구,84.93,115000,1999.0
꿈의숲해링턴플레이스,강북구,59.36,88000,2019.0
문래힐스테이트,영등포구,84.92,177000,2003.0
DK포시즌,도봉구,77.85,36000,2003.0
SK청암대(64-1),용산구,244.93,220000,2001.0
강남서해그랑블,강남구,66.04,102000,2012.0
봉천우성,관악구,59.76,85000,2000.0
가우디트윈캐슬1,동대문구,48.31,39000,2016.0
창신쌍용2,종로구,79.87,71900,1993.0
부영,강서구,80.64,103000,1994.0
주공2,구로구,64.62,94000,1987.0
DMC휴먼빌아파트,서대문구,114.53,97800,2008.0
북한산두산위브2차,서대문구,59.75,77000,2021.0
진주,영등포구,72.0,260000,1977.0
중앙하이츠,강동구,59.94,105000,1992.0
주공19단지(창동리버타운),도봉구,68.86,86000,1988.0
브라운스톤,용산구,84.98,174000,2011.0
주공2,노원구,44.52,33700,1992.0
제이월드,강서구,60.668,49500,2001.0
e편한세상서울대입구2차,관악구,116.72,147000,2020.0
백련산파크자이,은평구,84.669,96000,2021.0
청량리역해링턴플레이스,동대문구,84.873,148000,2023.0
청량리역롯데캐슬 SKY-L65,동대문구,84.971,189000,2023.0
방화5,강서구,39.6,47800,1994.0
천왕연지타운1단지,구로구,59.97,74500,2013.0
초안산쌍용스윗닷홈,노원구,84.69,58800,2006.0
방배신동아럭스빌,서초구,164.43,253500,2003.0
e편한세상백련산,은평구,84.72,89500,2022.0
반포자이,서초구,84.943,510000,2009.0
반포자이,서초구,84.943,486000,2009.0
박석고개1단지힐스테이트(116~131동)BL2-1,은평구,59.85,88500,2009.0
보람아파트,노원구,54.59,51000,1988.0
미켈란147,강남구,84.86,176000,2004.0
보람아파트,노원구,68.99,58000,1988.0
창동주공3단지(해등마을),도봉구,49.94,59500,1990.0
문화촌현대,서대문구,59.94,66850,2002.0
보람아파트,노원구,79.25,64500,1988.0
보람아파트,노원구,79.25,60000,1988.0
금호어울림,양천구,133.03,164000,2004.0
우성2차,동작구,149.49,129000,1995.0
영등포푸르지오,영등포구,59.912,143000,2002.0
염창1차한화꿈에그린,강서구,84.93,142800,2005.0
연희자이엘라,서대문구,13.642,15700,2014.0
한양2,강남구,175.92,845000,1978.0
에스케이북한산시티,강북구,84.86,66750,2004.0
에스케이북한산시티,강북구,84.71,68300,2004.0
에스케이북한산시티,강북구,59.98,66000,2004.0
안산맨숀,서대문구,76.03,72000,1972.0
썬앤빌,구로구,14.064,7000,2014.0
썬앤빌,구로구,14.064,7000,2014.0
쌍용스윗닷홈2차,송파구,104.14,129500,2006.0
신트리4,양천구,59.73,81000,2000.0
신트리4,양천구,59.73,73000,2000.0
신트리3,양천구,84.8,97800,2000.0
신촌숲아이파크,마포구,84.901,252000,2019.0
래미안강동팰리스,강동구,59.98,154700,2017.0
라이프미성,은평구,66.7,70000,1988.0
등촌동현대2차,강서구,59.97,67000,1997.0
등촌동아이파크,강서구,84.995,95000,2004.0
두산위브트레지움,강북구,84.97,85800,2011.0
두산,성동구,116.81,202000,1994.0
동아한가람1,송파구,84.38,142000,1995.0
동아1,구로구,59.978,121500,1999.0
동부센트레빌,서대문구,114.92,108000,2002.0
동대문푸르지오시티(도시형생활주택),동대문구,19.51,18000,2016.0
동대문더퍼스트데시앙,동대문구,84.977,102000,2019.0
돈암동삼성,성북구,84.59,85000,1999.0
돈암동더샵아파트,성북구,84.413,80500,2006.0
더트루엘마곡HQ,강서구,48.329,64700,2024.0
래미안월곡,성북구,84.589,97000,2006.0
래미안엘파인아파트,동대문구,84.83,93000,2011.0
올림픽선수기자촌3단지,송파구,83.06,300000,1988.0
래미안아트리치,성북구,59.98,110000,2019.0
이트리움송파(281-4),송파구,71.69,76570,2024.0
래미안서초에스티지S,서초구,84.17,352000,2018.0
잠실엘스,송파구,59.96,290000,2008.0
은천2단지아파트,관악구,49.95,58000,2000.0
인왕산2차아이파크,종로구,84.068,138000,2015.0
율전에버그린아파트,강동구,43.49,43500,2016.0
월드컵현대,서대문구,59.76,83000,1998.0
위례신도시송파푸르지오,송파구,108.816,210000,2015.0
무지개,금천구,53.75,34000,1980.0
잠원아이비,서초구,84.969,143000,2005.0
장미(시영6),노원구,39.78,49500,1989.0
장안뉴시티,동대문구,17.53,8200,2012.0
목동신시가지12,양천구,71.64,190000,1988.0
장미(시영6),노원구,39.92,49500,1989.0
목동센트럴아이파크위브4단지,양천구,84.97,119000,2020.0
월드메르디앙,강서구,59.79,77000,2002.0
월드메르디앙,용산구,84.964,180000,1971.0
래미안크레시티,동대문구,84.96,169500,2014.0
마포자이힐스테이트 라첼스,마포구,84.994,265000,0.0
리센츠,송파구,84.99,350000,2008.0
마곡엠밸리9단지,강서구,59.89,130000,2021.0
우암쎈스뷰아파트,도봉구,67.971,50800,2003.0
한강현대,강동구,84.93,115500,1999.0
일신건영휴먼빌,강서구,84.93,103000,2004.0
우성1,영등포구,83.64,110800,1986.0
리버힐삼성,용산구,114.48,199000,2001.0
래미안월곡,성북구,84.589,98000,2006.0
래미안장위퍼스트하이,성북구,84.98,126500,2020.0
올림픽카운티,송파구,56.22,60000,2003.0
DMC래미안e편한세상,서대문구,120.95,165000,2012.0
건영3,노원구,84.9,123000,1995.0
고덕주공9,강동구,83.52,172500,1985.0
벽산,구로구,84.878,99500,2003.0
벽산늘푸른,강서구,84.94,91000,1998.0
벽산블루밍,관악구,101.95,117500,2005.0
보라매e편한세상,동작구,128.86,143000,2010.0
보람아파트,노원구,54.59,50600,1988.0
봉천우성,관악구,59.76,91000,2000.0
북한산힐스테이트7차,은평구,59.981,96000,2011.0
